"","OB1","OB3","OB4","YB1","YB3","YB4"
"ENSMUSG00000102967",0,3,0,0,0,0
"ENSMUSG00000102968",0,0,0,0,0,0
"ENSMUSG00000102969",0,0,0,0,0,0
"ENSMUSG00000102970",0,0,0,0,0,11
"ENSMUSG00000102971",0,0,0,0,0,0
"ENSMUSG00000102972",0,0,0,0,0,0
"ENSMUSG00000102973",0,0,0,0,3,0
"ENSMUSG00000102975",0,0,0,0,0,0
"ENSMUSG00000102976",449,372,428,391,324,463
"ENSMUSG00000102977",0,0,0,0,0,0
"ENSMUSG00000102978",0,0,0,0,0,0
"ENSMUSG00000102979",0,0,0,0,0,0
"ENSMUSG00000102980",0,0,0,5,0,0
"ENSMUSG00000102981",0,0,0,0,0,0
"ENSMUSG00000102982",0,12,5,9,22,1
"ENSMUSG00000102983",0,0,0,0,0,0
"ENSMUSG00000102984",0,0,0,0,0,0
"ENSMUSG00000102985",0,0,0,0,0,0
"ENSMUSG00000102986",0,0,0,0,0,0
"ENSMUSG00000102987",0,0,0,0,0,0
"ENSMUSG00000102988",0,0,0,0,0,0
"ENSMUSG00000102989",0,0,0,0,0,0
"ENSMUSG00000102990",0,0,0,0,0,0
"ENSMUSG00000102991",0,0,0,0,0,0
"ENSMUSG00000102992",0,0,0,0,0,0
"ENSMUSG00000102993",0,0,0,0,0,0
"ENSMUSG00000102994",5,0,0,0,3,9
"ENSMUSG00000102995",0,0,0,0,0,0
"ENSMUSG00000102997",0,0,0,0,0,0
"ENSMUSG00000102998",0,0,0,0,0,0
"ENSMUSG00000102999",0,0,0,0,0,0
"ENSMUSG00000103000",31,0,0,0,0,0
"ENSMUSG00000103001",0,0,0,0,0,0
"ENSMUSG00000103002",10,0,0,0,0,0
"ENSMUSG00000103003",0,0,0,0,0,0
"ENSMUSG00000103004",0,0,0,0,0,0
"ENSMUSG00000103005",0,0,0,0,0,0
"ENSMUSG00000103006",0,10,0,11,11,28
"ENSMUSG00000103007",0,0,0,0,0,0
"ENSMUSG00000103008",0,0,0,0,0,0
"ENSMUSG00000103009",89,39,104,114,108,117
"ENSMUSG00000103010",0,0,0,0,0,0
"ENSMUSG00000103011",0,0,0,0,0,0
"ENSMUSG00000103012",0,0,0,0,0,0
"ENSMUSG00000103013",19,22,47,4,7,16
"ENSMUSG00000103015",0,0,0,0,0,0
"ENSMUSG00000103016",0,0,0,0,0,0
"ENSMUSG00000103017",0,0,0,0,0,0
"ENSMUSG00000103018",0,0,0,0,0,0
"ENSMUSG00000103019",0,0,0,0,0,0
"ENSMUSG00000103020",0,0,0,0,0,0
"ENSMUSG00000103021",0,0,0,0,0,0
"ENSMUSG00000103023",0,0,0,0,0,0
"ENSMUSG00000103024",0,0,0,0,0,0
"ENSMUSG00000103025",0,0,0,0,0,0
"ENSMUSG00000103026",0,0,0,0,0,0
"ENSMUSG00000103027",0,0,0,0,0,0
"ENSMUSG00000103028",0,0,0,0,0,0
"ENSMUSG00000103029",0,0,0,0,0,0
"ENSMUSG00000103030",149,68,198,123,165,54
"ENSMUSG00000103031",0,0,0,0,0,0
"ENSMUSG00000103032",0,20,0,0,0,3
"ENSMUSG00000103033",0,0,0,0,0,0
"ENSMUSG00000103034",174,178,187,80,191,172
"ENSMUSG00000103035",0,0,0,0,0,0
"ENSMUSG00000103037",131,204,397,148,170,82
"ENSMUSG00000103038",0,0,10,0,0,0
"ENSMUSG00000103039",21,30,75,8,11,76
"ENSMUSG00000103040",0,0,0,0,0,0
"ENSMUSG00000103041",264,316,689,462,287,236
"ENSMUSG00000103042",85,114,145,64,80,58
"ENSMUSG00000103043",0,0,0,0,0,0
"ENSMUSG00000103044",0,11,3,1,4,0
"ENSMUSG00000103045",0,0,0,0,0,0
"ENSMUSG00000103046",0,39,19,6,0,0
"ENSMUSG00000103047",0,0,0,0,0,0
"ENSMUSG00000103049",0,0,0,0,0,0
"ENSMUSG00000103050",0,0,0,0,0,0
"ENSMUSG00000103051",0,0,0,0,0,0
"ENSMUSG00000103052",0,0,0,0,0,0
"ENSMUSG00000103053",0,0,0,0,0,0
"ENSMUSG00000103054",0,0,0,0,0,0
"ENSMUSG00000103055",0,0,0,0,0,0
"ENSMUSG00000103056",0,0,0,0,0,0
"ENSMUSG00000103058",0,0,0,0,0,0
"ENSMUSG00000103059",0,0,0,0,0,0
"ENSMUSG00000103060",0,0,0,0,0,0
"ENSMUSG00000103061",0,0,0,0,0,0
"ENSMUSG00000103062",0,0,0,0,0,0
"ENSMUSG00000103063",0,0,0,0,0,0
"ENSMUSG00000103064",0,0,0,0,0,0
"ENSMUSG00000103065",0,0,0,0,0,0
"ENSMUSG00000103066",0,0,0,0,0,0
"ENSMUSG00000103067",0,0,0,0,0,0
"ENSMUSG00000103068",0,0,0,0,0,0
"ENSMUSG00000103069",0,0,0,0,0,0
"ENSMUSG00000103070",0,0,0,0,0,0
"ENSMUSG00000103071",0,0,0,0,0,0
"ENSMUSG00000103072",0,0,0,0,0,0
"ENSMUSG00000103073",0,0,0,0,0,0
"ENSMUSG00000103074",0,0,0,0,0,0
"ENSMUSG00000103075",0,0,0,0,0,0
"ENSMUSG00000103076",0,9,30,0,0,0
"ENSMUSG00000103077",0,0,0,0,0,0
"ENSMUSG00000103078",0,0,0,0,0,0
"ENSMUSG00000103079",0,0,0,0,0,0
"ENSMUSG00000103080",0,0,0,0,0,0
"ENSMUSG00000103081",0,33,40,0,0,0
"ENSMUSG00000103082",0,0,0,0,0,0
"ENSMUSG00000103083",0,0,0,0,0,0
"ENSMUSG00000103084",0,0,0,0,0,0
"ENSMUSG00000103085",0,0,0,0,0,0
"ENSMUSG00000103086",0,0,0,0,0,0
"ENSMUSG00000103087",0,0,0,0,0,0
"ENSMUSG00000103088",306,326,232,475,316,404
"ENSMUSG00000103089",0,0,0,0,0,0
"ENSMUSG00000103090",0,0,0,0,0,0
"ENSMUSG00000103091",0,0,0,0,0,0
"ENSMUSG00000103092",0,0,0,0,0,0
"ENSMUSG00000103094",0,18,165,38,25,82
"ENSMUSG00000103095",0,0,0,0,0,0
"ENSMUSG00000103096",0,0,0,0,0,0
"ENSMUSG00000103097",0,0,0,0,0,0
"ENSMUSG00000103098",0,0,0,0,0,0
"ENSMUSG00000103099",0,0,0,0,0,0
"ENSMUSG00000103100",0,0,0,0,0,0
"ENSMUSG00000103101",1,0,0,0,0,0
"ENSMUSG00000103102",0,0,0,0,0,0
"ENSMUSG00000103103",128,24,30,36,77,169
"ENSMUSG00000103105",0,0,0,0,0,0
"ENSMUSG00000103106",0,0,0,0,0,0
"ENSMUSG00000103107",0,0,0,0,0,0
"ENSMUSG00000103108",0,0,0,0,0,0
"ENSMUSG00000103110",0,0,0,0,0,0
"ENSMUSG00000103111",0,0,0,0,0,0
"ENSMUSG00000103112",0,0,0,0,0,0
"ENSMUSG00000103113",0,0,0,0,0,0
"ENSMUSG00000103114",0,0,0,0,0,35
"ENSMUSG00000103115",0,0,0,0,0,0
"ENSMUSG00000103116",0,0,0,0,0,0
"ENSMUSG00000103117",0,0,0,0,0,0
"ENSMUSG00000103118",0,0,0,0,0,0
"ENSMUSG00000103119",0,0,1,0,0,0
"ENSMUSG00000103120",0,0,0,0,0,0
"ENSMUSG00000103121",0,0,0,0,0,0
"ENSMUSG00000103122",0,0,0,0,0,0
"ENSMUSG00000103123",0,0,0,0,0,15
"ENSMUSG00000103124",0,0,0,0,0,0
"ENSMUSG00000103125",0,0,0,0,0,0
"ENSMUSG00000103126",0,0,0,0,0,0
"ENSMUSG00000103127",0,0,0,0,0,0
"ENSMUSG00000103129",0,11,0,92,33,82
"ENSMUSG00000103130",0,0,0,0,0,0
"ENSMUSG00000103131",7,36,0,26,0,0
"ENSMUSG00000103132",0,0,0,0,0,0
"ENSMUSG00000103133",0,0,0,0,0,0
"ENSMUSG00000103135",0,0,0,0,0,0
"ENSMUSG00000103136",0,0,0,0,0,0
"ENSMUSG00000103137",152,155,241,170,125,174
"ENSMUSG00000103138",18,0,66,6,8,0
"ENSMUSG00000103139",0,0,0,0,0,0
"ENSMUSG00000103140",0,0,0,0,0,0
"ENSMUSG00000103141",0,0,0,0,0,0
"ENSMUSG00000103142",0,0,0,0,0,0
"ENSMUSG00000103143",0,0,0,0,0,0
"ENSMUSG00000103144",0,0,68,0,0,41
"ENSMUSG00000103145",2,0,0,0,1,0
"ENSMUSG00000103146",0,0,0,0,0,0
"ENSMUSG00000103147",21,16,21,7,26,11
"ENSMUSG00000103148",0,0,0,0,0,0
"ENSMUSG00000103149",51,34,68,49,125,37
"ENSMUSG00000103150",0,0,0,0,0,0
"ENSMUSG00000103151",0,0,0,1,0,2
"ENSMUSG00000103152",0,0,0,0,0,0
"ENSMUSG00000103153",0,0,0,0,0,0
"ENSMUSG00000103154",0,0,0,0,0,0
"ENSMUSG00000103155",0,0,0,0,0,0
"ENSMUSG00000103156",0,24,0,0,0,0
"ENSMUSG00000103157",0,0,0,0,0,0
"ENSMUSG00000103158",0,0,0,3,0,0
"ENSMUSG00000103159",0,0,0,0,0,0
"ENSMUSG00000103160",8,5,18,0,0,10
"ENSMUSG00000103161",0,0,0,0,0,0
"ENSMUSG00000103162",0,0,0,11,0,0
"ENSMUSG00000103163",0,8,0,0,0,0
"ENSMUSG00000103164",5,3,17,0,0,0
"ENSMUSG00000103165",0,0,0,0,0,0
"ENSMUSG00000103166",0,0,0,0,0,0
"ENSMUSG00000103167",0,0,0,0,0,0
"ENSMUSG00000103168",0,0,0,0,0,0
"ENSMUSG00000103169",0,0,0,0,0,0
"ENSMUSG00000103170",20,6,5,0,48,0
"ENSMUSG00000103172",0,0,0,0,0,0
"ENSMUSG00000103174",0,0,0,0,0,6
"ENSMUSG00000103175",0,0,0,0,0,0
"ENSMUSG00000103176",0,0,0,0,0,0
"ENSMUSG00000103177",0,0,0,0,0,0
"ENSMUSG00000103178",0,0,0,0,0,0
"ENSMUSG00000103179",0,0,0,0,0,0
"ENSMUSG00000103180",0,0,0,0,0,0
"ENSMUSG00000103181",0,0,0,0,0,0
"ENSMUSG00000103182",0,0,0,0,0,0
"ENSMUSG00000103183",125,261,187,69,336,46
"ENSMUSG00000103184",0,0,0,0,0,0
"ENSMUSG00000103185",0,0,0,0,0,0
"ENSMUSG00000103186",0,0,0,0,0,0
"ENSMUSG00000103187",0,0,0,0,0,0
"ENSMUSG00000103188",0,0,0,0,0,0
"ENSMUSG00000103189",0,0,0,0,0,0
"ENSMUSG00000103190",0,0,0,0,0,0
"ENSMUSG00000103191",7,2,4,15,0,2
"ENSMUSG00000103192",0,0,0,0,0,0
"ENSMUSG00000103193",0,0,0,0,0,0
"ENSMUSG00000103194",0,10,0,0,0,0
"ENSMUSG00000103195",0,0,0,0,0,0
"ENSMUSG00000103196",0,0,0,0,0,0
"ENSMUSG00000103197",51,0,0,43,0,76
"ENSMUSG00000103198",0,0,0,0,0,0
"ENSMUSG00000103199",0,0,0,0,0,0
"ENSMUSG00000103200",1,0,9,0,0,0
"ENSMUSG00000103201",0,0,0,0,0,0
"ENSMUSG00000103202",0,0,0,0,0,0
"ENSMUSG00000103203",0,0,0,0,0,0
"ENSMUSG00000103204",0,0,0,0,0,0
"ENSMUSG00000103205",0,0,0,0,0,0
"ENSMUSG00000103206",300,289,391,206,339,260
"ENSMUSG00000103207",0,0,4,0,0,0
"ENSMUSG00000103208",0,0,0,0,0,0
"ENSMUSG00000103209",0,0,0,0,0,0
"ENSMUSG00000103210",0,0,0,0,0,0
"ENSMUSG00000103211",0,0,0,0,0,0
"ENSMUSG00000103213",0,0,0,0,0,0
"ENSMUSG00000103214",0,0,0,0,0,0
"ENSMUSG00000103215",0,0,0,0,0,0
"ENSMUSG00000103216",0,0,1,0,0,0
"ENSMUSG00000103217",0,0,0,0,0,0
"ENSMUSG00000103218",0,0,0,0,0,0
"ENSMUSG00000103219",0,0,0,0,0,0
"ENSMUSG00000103220",104,8,34,0,1,4
"ENSMUSG00000103221",0,0,0,0,0,0
"ENSMUSG00000103222",0,0,1,0,0,0
"ENSMUSG00000103223",0,0,0,0,0,1
"ENSMUSG00000103224",1,1,1,1,5,4
"ENSMUSG00000103225",0,0,0,0,0,0
"ENSMUSG00000103226",0,0,0,0,0,0
"ENSMUSG00000103227",1,0,32,35,0,0
"ENSMUSG00000103228",0,0,0,0,0,0
"ENSMUSG00000103230",0,0,0,0,0,0
"ENSMUSG00000103231",0,0,0,0,0,0
"ENSMUSG00000103232",0,0,0,0,0,0
"ENSMUSG00000103233",0,0,2,0,0,0
"ENSMUSG00000103234",0,0,0,0,0,0
"ENSMUSG00000103236",0,0,0,0,0,0
"ENSMUSG00000103237",0,0,0,0,0,0
"ENSMUSG00000103238",0,0,0,0,0,0
"ENSMUSG00000103239",0,0,0,0,0,0
"ENSMUSG00000103240",0,0,0,0,0,0
"ENSMUSG00000103241",0,0,0,0,0,0
"ENSMUSG00000103242",0,0,0,0,0,0
"ENSMUSG00000103243",0,0,0,0,0,0
"ENSMUSG00000103244",0,0,0,0,0,0
"ENSMUSG00000103245",0,0,0,0,0,0
"ENSMUSG00000103246",0,0,0,0,0,0
"ENSMUSG00000103247",0,0,0,0,0,0
"ENSMUSG00000103248",0,0,0,0,0,0
"ENSMUSG00000103249",0,0,0,0,0,0
"ENSMUSG00000103250",0,0,0,0,0,0
"ENSMUSG00000103251",3,11,34,7,0,0
"ENSMUSG00000103252",0,0,0,0,0,0
"ENSMUSG00000103253",0,0,0,0,0,0
"ENSMUSG00000103254",4,0,0,0,0,0
"ENSMUSG00000103255",0,0,0,0,0,0
"ENSMUSG00000103256",0,0,0,0,0,0
"ENSMUSG00000103257",0,0,3,1,2,1
"ENSMUSG00000103258",0,0,0,0,0,0
"ENSMUSG00000103259",0,0,0,0,0,0
"ENSMUSG00000103260",419,398,826,571,558,698
"ENSMUSG00000103261",0,0,0,0,0,0
"ENSMUSG00000103262",0,0,0,0,0,0
"ENSMUSG00000103263",0,0,0,0,0,0
"ENSMUSG00000103264",0,0,0,0,0,0
"ENSMUSG00000103265",0,0,0,13,0,0
"ENSMUSG00000103266",0,0,0,0,0,0
"ENSMUSG00000103267",0,0,0,0,0,0
"ENSMUSG00000103269",0,0,0,0,0,0
"ENSMUSG00000103270",28,9,4,0,0,16
"ENSMUSG00000103271",0,0,0,0,0,0
"ENSMUSG00000103272",0,0,0,0,0,0
"ENSMUSG00000103273",0,0,0,0,0,0
"ENSMUSG00000103274",0,0,0,0,0,0
"ENSMUSG00000103275",0,0,0,0,0,0
"ENSMUSG00000103276",0,0,0,0,0,0
"ENSMUSG00000103277",0,0,0,0,0,0
"ENSMUSG00000103279",0,0,0,0,0,0
"ENSMUSG00000103280",0,0,0,0,0,0
"ENSMUSG00000103281",0,0,0,0,0,0
"ENSMUSG00000103282",0,0,0,0,0,0
"ENSMUSG00000103283",0,0,0,0,0,47
"ENSMUSG00000103284",0,13,0,0,0,0
"ENSMUSG00000103285",0,30,105,1,43,56
"ENSMUSG00000103286",0,0,0,0,0,0
"ENSMUSG00000103287",0,0,0,0,0,0
"ENSMUSG00000103288",0,0,0,0,0,0
"ENSMUSG00000103289",0,0,0,0,0,0
"ENSMUSG00000103290",0,0,0,0,0,0
"ENSMUSG00000103291",0,0,74,1,0,0
"ENSMUSG00000103292",0,0,0,0,0,0
"ENSMUSG00000103293",3,3,1,4,4,2
"ENSMUSG00000103294",0,0,0,0,0,0
"ENSMUSG00000103295",0,0,0,0,0,0
"ENSMUSG00000103296",0,0,0,0,0,0
"ENSMUSG00000103297",0,0,0,0,0,0
"ENSMUSG00000103298",0,0,0,0,0,0
"ENSMUSG00000103299",0,0,0,0,0,0
"ENSMUSG00000103300",0,0,0,0,0,0
"ENSMUSG00000103301",0,0,0,0,0,0
"ENSMUSG00000103302",0,0,0,0,0,0
"ENSMUSG00000103303",0,0,0,0,0,11
"ENSMUSG00000103304",0,12,63,6,0,4
"ENSMUSG00000103305",0,0,0,0,0,0
"ENSMUSG00000103306",0,0,0,0,0,0
"ENSMUSG00000103307",0,0,0,0,0,0
"ENSMUSG00000103308",25,5,57,0,0,14
"ENSMUSG00000103309",49,22,34,0,8,13
"ENSMUSG00000103310",0,0,0,0,0,42
"ENSMUSG00000103311",0,0,0,0,0,0
"ENSMUSG00000103312",0,0,0,0,0,0
"ENSMUSG00000103313",1,10,6,9,0,0
"ENSMUSG00000103314",0,0,0,0,0,0
"ENSMUSG00000103315",0,0,0,0,0,0
"ENSMUSG00000103316",0,0,0,0,0,0
"ENSMUSG00000103317",3,0,21,0,0,10
"ENSMUSG00000103318",0,0,0,0,0,0
"ENSMUSG00000103320",0,0,0,0,0,0
"ENSMUSG00000103321",0,0,0,0,0,0
"ENSMUSG00000103322",0,0,0,0,0,0
"ENSMUSG00000103323",0,0,0,0,0,0
"ENSMUSG00000103324",0,0,0,0,0,0
"ENSMUSG00000103325",0,0,0,0,0,0
"ENSMUSG00000103326",0,0,0,0,0,0
"ENSMUSG00000103327",0,0,0,0,0,0
"ENSMUSG00000103328",0,0,0,0,0,0
"ENSMUSG00000103329",0,0,0,0,0,0
"ENSMUSG00000103330",0,0,0,0,0,0
"ENSMUSG00000103331",0,0,0,0,0,0
"ENSMUSG00000103332",84,49,65,197,129,89
"ENSMUSG00000103333",0,0,0,0,0,0
"ENSMUSG00000103334",0,0,0,0,0,0
"ENSMUSG00000103335",0,0,0,0,0,0
"ENSMUSG00000103336",0,0,0,0,0,0
"ENSMUSG00000103337",0,0,0,0,0,0
"ENSMUSG00000103338",0,0,0,0,0,0
"ENSMUSG00000103339",0,0,0,0,0,0
"ENSMUSG00000103340",0,0,0,0,0,0
"ENSMUSG00000103341",0,0,0,0,0,0
"ENSMUSG00000103342",0,0,0,0,0,0
"ENSMUSG00000103343",0,0,0,49,75,45
"ENSMUSG00000103344",0,0,0,0,0,0
"ENSMUSG00000103345",0,0,0,0,0,0
"ENSMUSG00000103346",0,0,0,0,0,0
"ENSMUSG00000103347",0,0,0,0,0,0
"ENSMUSG00000103348",0,0,0,0,0,0
"ENSMUSG00000103349",0,0,0,0,0,0
"ENSMUSG00000103350",0,0,0,0,0,0
"ENSMUSG00000103351",0,0,0,0,0,0
"ENSMUSG00000103352",0,0,0,0,0,0
"ENSMUSG00000103353",0,0,0,0,0,0
"ENSMUSG00000103354",0,0,0,0,0,0
"ENSMUSG00000103355",485,614,923,584,833,648
"ENSMUSG00000103356",0,0,0,0,0,0
"ENSMUSG00000103357",0,0,0,0,0,0
"ENSMUSG00000103358",0,0,0,0,0,0
"ENSMUSG00000103360",0,0,0,0,0,0
"ENSMUSG00000103361",0,0,0,0,0,0
"ENSMUSG00000103362",0,0,0,0,0,0
"ENSMUSG00000103364",3,5,17,12,6,4
"ENSMUSG00000103365",0,0,0,0,0,0
"ENSMUSG00000103366",0,0,0,0,0,0
"ENSMUSG00000103367",0,0,8,0,6,0
"ENSMUSG00000103368",0,0,0,0,0,0
"ENSMUSG00000103369",0,0,0,0,0,0
"ENSMUSG00000103370",0,0,0,0,0,0
"ENSMUSG00000103371",0,0,0,0,0,0
"ENSMUSG00000103372",0,0,0,0,0,0
"ENSMUSG00000103373",0,3,41,30,0,21
"ENSMUSG00000103374",0,0,0,0,0,0
"ENSMUSG00000103375",0,0,0,0,0,0
"ENSMUSG00000103376",0,0,0,0,0,0
"ENSMUSG00000103377",0,0,0,0,0,0
"ENSMUSG00000103378",0,0,0,0,0,0
"ENSMUSG00000103379",0,0,0,0,0,0
"ENSMUSG00000103380",0,0,11,0,0,0
"ENSMUSG00000103382",0,0,0,28,0,0
"ENSMUSG00000103383",0,0,0,0,0,0
"ENSMUSG00000103384",0,0,0,0,0,0
"ENSMUSG00000103385",0,0,0,0,0,0
"ENSMUSG00000103386",0,0,0,0,0,0
"ENSMUSG00000103387",0,0,0,0,0,0
"ENSMUSG00000103388",0,0,0,1,0,1
"ENSMUSG00000103389",0,0,0,0,0,0
"ENSMUSG00000103390",0,0,0,0,0,0
"ENSMUSG00000103391",0,0,0,0,0,16
"ENSMUSG00000103392",0,0,0,0,0,0
"ENSMUSG00000103393",9,0,30,23,0,4
"ENSMUSG00000103394",0,0,0,0,0,0
"ENSMUSG00000103395",0,0,0,0,0,0
"ENSMUSG00000103396",0,0,0,0,0,0
"ENSMUSG00000103397",0,0,0,0,0,0
"ENSMUSG00000103398",0,0,13,0,0,0
"ENSMUSG00000103399",0,0,0,0,0,0
"ENSMUSG00000103400",9,25,5,36,35,17
"ENSMUSG00000103401",0,0,0,0,0,0
"ENSMUSG00000103402",0,0,0,0,0,0
"ENSMUSG00000103403",0,0,0,4,23,18
"ENSMUSG00000103404",0,0,0,0,0,0
"ENSMUSG00000103405",0,0,0,0,0,0
"ENSMUSG00000103406",0,0,0,0,0,0
"ENSMUSG00000103407",0,0,0,0,0,0
"ENSMUSG00000103408",0,0,0,0,0,0
"ENSMUSG00000103409",17,8,22,7,4,5
"ENSMUSG00000103410",0,0,0,0,0,0
"ENSMUSG00000103411",0,0,0,0,0,0
"ENSMUSG00000103412",0,0,0,0,0,0
"ENSMUSG00000103413",0,0,0,0,0,0
"ENSMUSG00000103415",6,0,0,0,0,8
"ENSMUSG00000103416",0,0,0,0,0,0
"ENSMUSG00000103417",0,0,0,0,0,0
"ENSMUSG00000103418",0,0,0,0,0,0
"ENSMUSG00000103419",55,39,69,27,36,38
"ENSMUSG00000103420",14,0,0,35,0,0
"ENSMUSG00000103421",0,0,0,0,0,0
"ENSMUSG00000103422",0,0,0,0,0,3
"ENSMUSG00000103423",0,0,0,0,0,0
"ENSMUSG00000103424",0,0,0,0,0,0
"ENSMUSG00000103425",0,0,0,0,0,0
"ENSMUSG00000103426",0,0,0,0,0,0
"ENSMUSG00000103427",0,0,0,0,0,23
"ENSMUSG00000103428",0,0,0,0,0,0
"ENSMUSG00000103430",0,0,0,0,0,0
"ENSMUSG00000103431",0,0,0,0,0,0
"ENSMUSG00000103432",92,0,89,16,14,0
"ENSMUSG00000103433",0,0,0,0,0,8
"ENSMUSG00000103434",0,0,0,0,0,0
"ENSMUSG00000103435",0,0,0,0,0,0
"ENSMUSG00000103436",12,7,18,0,7,5
"ENSMUSG00000103437",0,0,0,0,0,0
"ENSMUSG00000103438",0,0,0,0,0,0
"ENSMUSG00000103439",91,128,228,95,149,132
"ENSMUSG00000103440",0,0,0,0,0,0
"ENSMUSG00000103441",0,0,0,0,0,0
"ENSMUSG00000103442",0,0,0,0,0,0
"ENSMUSG00000103443",0,0,0,0,0,0
"ENSMUSG00000103444",0,0,0,0,0,0
"ENSMUSG00000103445",0,0,0,0,0,0
"ENSMUSG00000103446",0,0,0,0,0,0
"ENSMUSG00000103448",0,0,0,0,0,0
"ENSMUSG00000103449",0,0,0,0,0,0
"ENSMUSG00000103450",0,0,0,0,0,0
"ENSMUSG00000103451",0,0,0,0,0,0
"ENSMUSG00000103452",0,0,0,0,0,0
"ENSMUSG00000103454",9,0,7,18,0,11
"ENSMUSG00000103455",0,0,0,0,0,0
"ENSMUSG00000103456",0,0,0,0,0,0
"ENSMUSG00000103457",0,0,67,47,0,7
"ENSMUSG00000103458",0,0,0,0,0,0
"ENSMUSG00000103459",0,0,0,0,0,0
"ENSMUSG00000103460",0,0,0,0,0,0
"ENSMUSG00000103461",0,0,0,0,0,0
"ENSMUSG00000103462",0,0,0,0,0,0
"ENSMUSG00000103463",0,0,0,0,0,0
"ENSMUSG00000103464",0,0,0,0,0,0
"ENSMUSG00000103465",0,0,0,0,0,0
"ENSMUSG00000103466",0,0,0,0,0,0
"ENSMUSG00000103467",0,0,0,0,0,0
"ENSMUSG00000103468",0,0,0,0,0,0
"ENSMUSG00000103469",46,27,18,53,84,24
"ENSMUSG00000103470",0,0,0,0,0,0
"ENSMUSG00000103471",0,0,0,0,0,0
"ENSMUSG00000103472",95,146,243,102,285,225
"ENSMUSG00000103473",0,0,1,1,0,2
"ENSMUSG00000103474",0,0,0,0,0,0
"ENSMUSG00000103475",0,0,0,0,0,0
"ENSMUSG00000103476",0,0,0,0,0,0
"ENSMUSG00000103477",0,0,0,0,0,0
"ENSMUSG00000103478",0,0,0,0,0,0
"ENSMUSG00000103479",0,0,0,0,0,0
"ENSMUSG00000103481",0,0,0,0,0,0
"ENSMUSG00000103482",0,0,0,0,0,0
"ENSMUSG00000103483",0,0,0,0,0,0
"ENSMUSG00000103484",0,0,0,0,0,0
"ENSMUSG00000103485",0,0,0,0,0,0
"ENSMUSG00000103486",0,0,0,0,0,5
"ENSMUSG00000103487",0,0,0,0,0,0
"ENSMUSG00000103488",0,0,0,0,0,0
"ENSMUSG00000103489",0,0,0,0,0,0
"ENSMUSG00000103491",0,0,0,0,0,0
"ENSMUSG00000103492",0,0,0,0,0,0
"ENSMUSG00000103493",0,0,0,0,0,0
"ENSMUSG00000103494",0,0,0,0,0,0
"ENSMUSG00000103495",0,0,0,0,0,0
"ENSMUSG00000103496",0,0,0,0,0,0
"ENSMUSG00000103497",6,0,0,24,0,0
"ENSMUSG00000103498",0,0,0,0,0,0
"ENSMUSG00000103499",0,0,0,0,0,0
"ENSMUSG00000103500",0,0,0,0,0,0
"ENSMUSG00000103501",0,0,0,0,0,0
"ENSMUSG00000103502",0,1,0,0,0,0
"ENSMUSG00000103503",0,0,0,0,0,0
"ENSMUSG00000103504",0,0,0,0,0,0
"ENSMUSG00000103505",0,0,0,0,0,0
"ENSMUSG00000103506",0,27,0,0,1,0
"ENSMUSG00000103507",0,0,3,2,0,2
"ENSMUSG00000103509",0,0,0,2,0,0
"ENSMUSG00000103510",0,0,0,0,0,0
"ENSMUSG00000103511",0,0,0,0,0,0
"ENSMUSG00000103512",0,0,0,0,0,0
"ENSMUSG00000103513",0,0,0,0,0,0
"ENSMUSG00000103514",0,0,0,0,0,0
"ENSMUSG00000103515",219,408,683,194,219,396
"ENSMUSG00000103516",0,0,0,0,0,0
"ENSMUSG00000103517",0,0,0,0,0,0
"ENSMUSG00000103518",0,0,0,0,0,0
"ENSMUSG00000103519",0,0,0,0,0,0
"ENSMUSG00000103520",28,86,72,54,50,58
"ENSMUSG00000103521",0,0,0,0,0,0
"ENSMUSG00000103522",0,0,0,0,0,0
"ENSMUSG00000103523",0,0,0,0,0,0
"ENSMUSG00000103524",0,0,0,0,0,0
"ENSMUSG00000103525",0,0,0,15,0,0
"ENSMUSG00000103526",0,0,0,0,0,0
"ENSMUSG00000103527",0,0,0,0,0,0
"ENSMUSG00000103528",0,0,0,0,0,0
"ENSMUSG00000103529",0,29,0,0,0,0
"ENSMUSG00000103530",0,0,0,0,0,0
"ENSMUSG00000103531",0,0,0,0,0,0
"ENSMUSG00000103532",0,0,0,0,7,4
"ENSMUSG00000103533",0,0,0,0,0,0
"ENSMUSG00000103534",0,0,0,0,0,0
"ENSMUSG00000103535",0,0,0,0,0,0
"ENSMUSG00000103536",0,0,0,0,0,0
"ENSMUSG00000103537",0,0,0,0,0,0
"ENSMUSG00000103538",0,0,0,0,0,0
"ENSMUSG00000103539",0,0,0,0,0,0
"ENSMUSG00000103540",0,0,0,0,0,0
"ENSMUSG00000103541",0,0,0,0,0,0
"ENSMUSG00000103542",0,0,0,0,0,0
"ENSMUSG00000103543",0,0,0,0,0,0
"ENSMUSG00000103544",0,0,0,0,0,0
"ENSMUSG00000103545",0,0,0,0,0,0
"ENSMUSG00000103546",0,0,0,0,0,0
"ENSMUSG00000103547",0,0,0,0,0,0
"ENSMUSG00000103548",234,195,271,181,216,199
"ENSMUSG00000103549",0,0,0,0,0,0
"ENSMUSG00000103550",0,0,0,0,0,0
"ENSMUSG00000103552",0,0,0,0,0,0
"ENSMUSG00000103553",0,43,1,0,0,0
"ENSMUSG00000103554",0,0,0,0,0,0
"ENSMUSG00000103555",0,0,0,0,0,0
