,OH1,OH3,OH4,YH1,YH3,YH4_1,YH4_L2
ENSMUSG00000088397,0,0,0,0,0,0,0
ENSMUSG00000088398,0,0,0,0,0,0,0
ENSMUSG00000088400,9,4,4,0,12,1,2
ENSMUSG00000088402,0,0,0,0,0,0,0
ENSMUSG00000088403,0,0,0,0,0,0,0
ENSMUSG00000088404,0,0,3,0,0,0,1
ENSMUSG00000088405,0,0,0,0,0,0,0
ENSMUSG00000088406,0,0,0,0,0,0,0
ENSMUSG00000088407,0,0,0,0,0,0,0
ENSMUSG00000088408,0,0,0,0,0,0,0
ENSMUSG00000088409,0,0,0,0,0,0,0
ENSMUSG00000088410,0,0,0,0,0,0,0
ENSMUSG00000088412,0,0,0,6,0,0,0
ENSMUSG00000088414,0,0,0,0,0,0,0
ENSMUSG00000088415,0,0,0,0,0,0,0
ENSMUSG00000088416,0,0,0,0,0,0,0
ENSMUSG00000088417,0,0,0,0,0,0,0
ENSMUSG00000088418,0,0,0,0,0,0,0
ENSMUSG00000088419,0,0,0,0,0,0,0
ENSMUSG00000088420,0,0,0,0,0,0,0
ENSMUSG00000088421,0,0,0,0,0,0,0
ENSMUSG00000088422,0,0,0,0,0,0,0
ENSMUSG00000088423,0,0,0,0,0,0,0
ENSMUSG00000088425,0,0,0,0,0,0,0
ENSMUSG00000088426,0,0,0,0,0,0,0
ENSMUSG00000088428,0,0,0,0,0,0,0
ENSMUSG00000088429,0,0,0,0,0,0,0
ENSMUSG00000088432,0,0,0,0,0,0,0
ENSMUSG00000088433,0,0,0,0,0,0,0
ENSMUSG00000088435,0,0,0,0,0,0,0
ENSMUSG00000088436,0,0,0,0,0,0,0
ENSMUSG00000088437,0,0,0,0,0,0,0
ENSMUSG00000088438,0,0,0,0,0,0,0
ENSMUSG00000088439,0,0,0,0,0,0,0
ENSMUSG00000088440,0,0,0,0,0,0,0
ENSMUSG00000088441,0,0,0,0,0,0,0
ENSMUSG00000088442,0,0,0,0,0,0,0
ENSMUSG00000088443,0,0,0,0,0,0,0
ENSMUSG00000088444,0,0,0,0,0,0,0
ENSMUSG00000088445,0,0,0,0,0,0,0
ENSMUSG00000088446,0,0,0,0,0,0,0
ENSMUSG00000088447,0,0,0,0,0,0,0
ENSMUSG00000088448,0,0,0,0,0,0,0
ENSMUSG00000088449,0,0,0,0,0,0,0
ENSMUSG00000088450,0,0,0,0,0,0,0
ENSMUSG00000088451,0,0,0,0,0,0,0
ENSMUSG00000088453,0,0,0,0,0,0,0
ENSMUSG00000088454,0,0,0,0,0,0,0
ENSMUSG00000088456,0,0,0,0,0,0,0
ENSMUSG00000088458,0,0,0,0,0,0,0
ENSMUSG00000088459,0,0,0,0,0,0,0
ENSMUSG00000088460,0,0,0,0,0,0,0
ENSMUSG00000088461,0,0,0,0,0,0,0
ENSMUSG00000088463,0,0,0,0,0,0,0
ENSMUSG00000088464,0,0,0,0,0,0,0
ENSMUSG00000088465,0,0,0,0,0,0,0
ENSMUSG00000088468,0,0,0,0,0,0,0
ENSMUSG00000088469,0,0,0,0,0,0,0
ENSMUSG00000088470,0,0,0,0,0,0,0
ENSMUSG00000088471,0,0,0,0,0,0,0
ENSMUSG00000088472,0,0,0,0,0,0,0
ENSMUSG00000088473,0,4,0,0,0,0,0
ENSMUSG00000088474,0,0,0,0,0,0,0
ENSMUSG00000088475,0,0,0,0,0,0,0
ENSMUSG00000088476,0,0,0,0,0,0,0
ENSMUSG00000088477,0,0,0,0,0,0,0
ENSMUSG00000088478,0,0,0,0,0,0,0
ENSMUSG00000088479,0,0,8,0,0,0,0
ENSMUSG00000088480,0,0,0,0,0,0,0
ENSMUSG00000088481,0,0,0,0,0,0,0
ENSMUSG00000088482,0,0,0,0,0,0,0
ENSMUSG00000088483,0,0,0,0,0,0,0
ENSMUSG00000088484,0,0,0,0,0,0,0
ENSMUSG00000088485,0,0,0,0,0,0,0
ENSMUSG00000088487,0,0,0,0,0,0,0
ENSMUSG00000088490,0,0,0,0,0,0,0
ENSMUSG00000088491,0,0,5,0,0,0,0
ENSMUSG00000088493,12,0,15,0,0,28,35
ENSMUSG00000088494,0,0,0,0,0,0,0
ENSMUSG00000088495,0,0,0,0,0,0,0
ENSMUSG00000088497,0,0,0,0,0,0,0
ENSMUSG00000088498,0,0,0,0,0,0,0
ENSMUSG00000088499,0,0,0,0,0,0,0
ENSMUSG00000088500,0,0,0,0,0,0,0
ENSMUSG00000088501,0,0,0,0,0,0,0
ENSMUSG00000088502,0,0,0,0,0,0,0
ENSMUSG00000088504,5,10,9,0,0,11,4
ENSMUSG00000088505,0,0,0,0,0,0,0
ENSMUSG00000088506,0,0,0,0,0,0,0
ENSMUSG00000088509,0,0,0,0,0,0,0
ENSMUSG00000088510,0,0,0,0,0,0,0
ENSMUSG00000088511,0,0,0,0,0,0,0
ENSMUSG00000088512,0,0,0,0,0,0,0
ENSMUSG00000088514,0,0,0,0,0,0,0
ENSMUSG00000088515,0,0,0,0,0,0,0
ENSMUSG00000088516,0,0,0,0,0,0,0
ENSMUSG00000088517,0,0,0,0,0,0,0
ENSMUSG00000088518,0,0,0,0,0,0,0
ENSMUSG00000088519,0,0,0,0,0,0,0
ENSMUSG00000088521,0,0,0,0,0,0,0
ENSMUSG00000088522,0,0,0,0,0,0,0
ENSMUSG00000088523,0,0,0,0,0,0,0
ENSMUSG00000088524,0,0,0,0,0,0,0
ENSMUSG00000088525,0,0,0,0,0,0,0
ENSMUSG00000088526,0,0,0,0,0,0,0
ENSMUSG00000088527,0,0,0,0,0,0,0
ENSMUSG00000088528,0,0,0,0,0,0,0
ENSMUSG00000088529,0,0,0,0,0,0,0
ENSMUSG00000088530,0,0,0,0,0,0,0
ENSMUSG00000088532,0,0,0,0,0,0,0
ENSMUSG00000088533,0,0,0,0,0,0,0
ENSMUSG00000088535,0,0,0,0,0,0,0
ENSMUSG00000088536,0,0,0,0,0,0,0
ENSMUSG00000088537,0,0,0,0,0,0,0
ENSMUSG00000088538,0,0,0,0,0,0,0
ENSMUSG00000088539,0,0,0,0,0,0,0
ENSMUSG00000088541,0,0,0,0,0,0,0
ENSMUSG00000088542,0,0,0,0,0,0,0
ENSMUSG00000088543,0,0,0,0,0,0,0
ENSMUSG00000088544,12,5,1,0,2,2,1
ENSMUSG00000088545,0,0,0,5,0,7,7
ENSMUSG00000088546,0,0,0,0,0,0,0
ENSMUSG00000088547,0,0,0,0,0,0,0
ENSMUSG00000088548,0,0,1,0,0,0,0
ENSMUSG00000088549,0,0,1,3,0,0,0
ENSMUSG00000088550,0,0,0,0,0,0,0
ENSMUSG00000088551,0,0,0,0,0,0,0
ENSMUSG00000088552,0,0,0,0,0,0,0
ENSMUSG00000088553,0,0,0,0,0,0,0
ENSMUSG00000088554,0,0,0,0,0,0,0
ENSMUSG00000088555,3,0,5,12,0,3,4
ENSMUSG00000088558,0,0,0,0,0,0,0
ENSMUSG00000088559,0,0,0,0,0,0,0
ENSMUSG00000088562,0,0,2,0,0,0,0
ENSMUSG00000088563,0,0,0,0,0,2,0
ENSMUSG00000088564,0,0,0,0,0,0,0
ENSMUSG00000088565,0,0,0,0,0,0,0
ENSMUSG00000088566,0,0,0,0,0,0,0
ENSMUSG00000088570,0,0,0,0,0,0,0
ENSMUSG00000088571,0,0,0,0,0,0,0
ENSMUSG00000088572,0,0,0,0,0,0,0
ENSMUSG00000088573,0,0,0,0,0,0,0
ENSMUSG00000088574,0,0,0,0,0,0,0
ENSMUSG00000088575,0,0,0,0,0,0,0
ENSMUSG00000088576,0,0,0,0,0,0,0
ENSMUSG00000088577,0,0,0,0,0,0,0
ENSMUSG00000088578,0,0,0,0,0,0,0
ENSMUSG00000088579,0,0,0,0,0,0,0
ENSMUSG00000088580,0,0,0,0,0,0,0
ENSMUSG00000088581,0,0,0,0,0,0,0
ENSMUSG00000088582,0,0,0,0,0,0,0
ENSMUSG00000088583,0,0,0,0,0,0,0
ENSMUSG00000088585,0,0,0,0,0,0,0
ENSMUSG00000088587,0,0,0,0,0,0,0
ENSMUSG00000088589,0,0,0,0,0,0,0
ENSMUSG00000088591,0,0,0,0,9,0,0
ENSMUSG00000088594,0,0,0,0,0,0,0
ENSMUSG00000088595,0,0,0,0,0,0,0
ENSMUSG00000088596,0,0,0,0,0,0,0
ENSMUSG00000088597,0,0,0,0,0,0,0
ENSMUSG00000088598,0,0,0,0,0,0,0
ENSMUSG00000088600,0,0,0,0,0,0,0
ENSMUSG00000088601,0,0,0,0,0,0,0
ENSMUSG00000088602,0,0,0,0,0,0,0
ENSMUSG00000088603,0,0,0,0,0,0,0
ENSMUSG00000088605,0,0,0,0,0,0,0
ENSMUSG00000088606,0,0,0,0,0,0,0
ENSMUSG00000088608,0,0,0,0,0,0,0
ENSMUSG00000088609,1,0,1,0,0,0,0
ENSMUSG00000088611,0,0,0,0,0,0,0
ENSMUSG00000088614,0,0,0,0,0,0,0
ENSMUSG00000088615,0,0,1,0,0,0,0
ENSMUSG00000088616,0,0,0,0,0,0,0
ENSMUSG00000088617,0,0,0,0,0,0,0
ENSMUSG00000088618,0,0,0,0,0,0,0
ENSMUSG00000088620,0,0,0,0,0,0,0
ENSMUSG00000088621,0,0,0,0,0,0,0
ENSMUSG00000088622,0,0,0,0,0,0,0
ENSMUSG00000088623,0,0,0,0,4,0,0
ENSMUSG00000088624,0,0,0,0,0,0,0
ENSMUSG00000088625,0,0,0,0,0,7,5
ENSMUSG00000088626,0,0,0,0,0,0,0
ENSMUSG00000088627,0,0,0,0,0,0,0
ENSMUSG00000088628,0,0,0,0,0,0,0
ENSMUSG00000088629,0,0,0,0,0,0,0
ENSMUSG00000088630,0,0,0,0,0,0,0
ENSMUSG00000088631,0,0,0,0,0,0,0
ENSMUSG00000088632,4,8,0,0,0,8,11
ENSMUSG00000088633,0,0,0,0,0,0,0
ENSMUSG00000088634,0,0,0,0,0,0,0
ENSMUSG00000088635,0,0,0,0,0,0,0
ENSMUSG00000088637,0,0,0,0,0,0,0
ENSMUSG00000088638,0,0,0,0,0,0,0
ENSMUSG00000088639,6,0,0,0,0,1,7
ENSMUSG00000088640,0,0,0,0,0,0,0
ENSMUSG00000088641,0,0,0,0,0,0,0
ENSMUSG00000088643,0,0,0,0,0,0,0
ENSMUSG00000088644,0,0,0,0,0,0,0
ENSMUSG00000088646,0,0,0,0,0,0,0
ENSMUSG00000088647,0,0,0,0,0,0,0
ENSMUSG00000088649,0,0,0,0,0,0,0
ENSMUSG00000088650,0,3,0,0,0,0,0
ENSMUSG00000088651,0,0,0,0,0,0,0
ENSMUSG00000088653,0,0,0,0,0,0,0
ENSMUSG00000088654,0,0,0,0,0,0,0
ENSMUSG00000088656,0,0,0,0,0,0,0
ENSMUSG00000088657,0,0,0,0,0,0,0
ENSMUSG00000088658,0,0,0,0,0,0,0
ENSMUSG00000088659,1,0,5,0,4,0,0
ENSMUSG00000088660,0,0,0,0,0,0,0
ENSMUSG00000088661,0,0,0,0,0,0,0
ENSMUSG00000088663,0,0,0,0,0,0,0
ENSMUSG00000088666,0,0,0,0,0,0,0
ENSMUSG00000088668,0,0,0,0,0,0,0
ENSMUSG00000088669,0,0,0,0,0,0,0
ENSMUSG00000088670,0,0,0,0,0,0,0
ENSMUSG00000088671,0,0,0,0,0,0,0
ENSMUSG00000088672,0,0,0,0,0,0,0
ENSMUSG00000088674,0,0,9,0,0,0,0
ENSMUSG00000088675,0,0,0,0,0,0,0
ENSMUSG00000088677,0,0,0,0,0,0,0
ENSMUSG00000088678,0,0,0,0,0,0,0
ENSMUSG00000088679,0,0,0,0,0,0,0
ENSMUSG00000088680,0,0,0,0,0,0,0
ENSMUSG00000088682,0,0,0,0,0,0,0
ENSMUSG00000088683,0,0,0,0,0,0,0
ENSMUSG00000088684,0,0,0,0,0,0,0
ENSMUSG00000088685,0,0,0,0,0,0,0
ENSMUSG00000088686,0,0,0,0,0,0,0
ENSMUSG00000088687,0,0,0,0,0,0,0
ENSMUSG00000088688,35,8,11,5,9,11,10
ENSMUSG00000088689,5,17,5,1,5,13,9
ENSMUSG00000088691,0,0,0,0,0,0,0
ENSMUSG00000088692,0,0,0,0,0,0,0
ENSMUSG00000088693,0,0,0,0,0,0,0
ENSMUSG00000088695,12,1,7,0,0,0,0
ENSMUSG00000088696,0,0,0,0,0,0,0
ENSMUSG00000088697,0,0,0,0,0,0,0
ENSMUSG00000088699,0,0,0,0,0,0,0
ENSMUSG00000088700,0,0,0,0,0,0,0
ENSMUSG00000088701,0,0,0,0,0,0,0
ENSMUSG00000088702,0,0,0,0,0,0,0
ENSMUSG00000088703,0,0,0,0,0,0,0
ENSMUSG00000088704,0,0,0,0,0,0,0
ENSMUSG00000088705,6,0,0,0,0,0,0
ENSMUSG00000088706,0,0,0,0,0,0,0
ENSMUSG00000088707,0,0,0,0,0,0,0
ENSMUSG00000088708,0,1,0,0,0,0,0
ENSMUSG00000088709,0,0,0,0,0,0,0
ENSMUSG00000088710,0,0,0,0,0,0,0
ENSMUSG00000088711,0,0,0,0,0,0,0
ENSMUSG00000088712,0,4,4,0,0,11,10
ENSMUSG00000088713,0,0,0,0,0,0,0
ENSMUSG00000088714,0,0,0,0,0,0,0
ENSMUSG00000088715,0,0,0,0,0,0,0
ENSMUSG00000088716,0,0,0,0,0,0,0
ENSMUSG00000088717,0,0,0,0,0,0,0
ENSMUSG00000088718,0,0,0,0,0,0,0
ENSMUSG00000088719,0,0,0,0,0,0,0
ENSMUSG00000088721,0,0,0,0,0,0,0
ENSMUSG00000088722,0,0,0,0,0,0,0
ENSMUSG00000088726,0,0,0,0,0,0,0
ENSMUSG00000088730,0,0,0,0,0,0,0
ENSMUSG00000088731,0,0,0,0,0,0,0
ENSMUSG00000088732,0,0,0,0,0,0,0
ENSMUSG00000088733,0,0,0,0,0,0,0
ENSMUSG00000088734,0,0,0,0,0,0,0
ENSMUSG00000088735,0,0,0,0,0,0,0
ENSMUSG00000088736,0,0,0,0,0,0,0
ENSMUSG00000088737,0,0,0,0,0,0,0
ENSMUSG00000088738,0,0,0,0,0,0,0
ENSMUSG00000088739,0,0,0,0,0,0,0
ENSMUSG00000088740,0,0,0,0,0,0,0
ENSMUSG00000088742,3,3,0,0,0,0,0
ENSMUSG00000088743,0,0,0,0,0,0,0
ENSMUSG00000088744,0,0,0,0,0,0,0
ENSMUSG00000088746,0,0,0,0,0,0,0
ENSMUSG00000088747,0,0,0,0,0,0,0
ENSMUSG00000088748,0,0,0,0,0,0,0
ENSMUSG00000088749,0,0,0,0,0,0,0
ENSMUSG00000088750,0,0,0,0,0,0,0
ENSMUSG00000088751,0,0,0,0,0,0,0
ENSMUSG00000088752,0,4,0,0,0,8,4
ENSMUSG00000088753,0,0,0,0,0,0,0
ENSMUSG00000088754,0,0,0,0,0,0,0
ENSMUSG00000088756,0,0,0,0,0,0,0
ENSMUSG00000088758,0,0,0,0,0,0,0
ENSMUSG00000088760,0,0,0,0,0,0,0
ENSMUSG00000088761,0,0,0,0,0,0,0
ENSMUSG00000088763,0,0,0,0,0,0,0
ENSMUSG00000088764,0,0,0,0,0,0,0
ENSMUSG00000088766,0,0,0,0,0,0,0
ENSMUSG00000088767,0,0,0,0,0,0,0
ENSMUSG00000088768,0,0,0,0,0,0,0
ENSMUSG00000088769,11,40,7,11,68,51,44
ENSMUSG00000088772,0,0,0,0,0,0,0
ENSMUSG00000088773,0,0,0,0,0,0,0
ENSMUSG00000088774,0,0,0,0,0,0,0
ENSMUSG00000088775,2,0,5,0,0,11,7
ENSMUSG00000088776,0,0,0,0,0,0,0
ENSMUSG00000088777,0,1,4,0,0,3,2
ENSMUSG00000088779,0,0,0,0,0,0,0
ENSMUSG00000088781,0,0,0,0,0,0,0
ENSMUSG00000088782,0,0,0,0,0,0,0
ENSMUSG00000088783,0,0,0,0,0,0,0
ENSMUSG00000088784,0,0,0,0,0,0,0
ENSMUSG00000088786,0,0,0,0,0,0,0
ENSMUSG00000088787,10,8,9,0,0,0,0
ENSMUSG00000088789,0,22,14,0,0,17,13
ENSMUSG00000088790,0,6,0,0,0,0,0
ENSMUSG00000088791,0,0,0,0,0,0,0
ENSMUSG00000088792,0,0,0,0,0,0,0
ENSMUSG00000088793,0,0,1,9,0,0,0
ENSMUSG00000088794,0,0,0,0,0,0,0
ENSMUSG00000088796,0,0,0,0,0,0,0
ENSMUSG00000088797,0,0,0,0,0,0,0
ENSMUSG00000088798,0,0,0,0,0,0,0
ENSMUSG00000088799,0,0,0,0,0,0,0
ENSMUSG00000088800,0,0,0,0,0,0,0
ENSMUSG00000088802,0,0,0,0,0,0,0
ENSMUSG00000088803,0,0,0,0,12,0,0
ENSMUSG00000088804,0,0,0,0,0,0,0
ENSMUSG00000088808,0,0,0,0,0,0,0
ENSMUSG00000088809,0,0,0,0,0,0,0
ENSMUSG00000088810,0,0,0,0,0,0,0
ENSMUSG00000088811,0,0,0,0,0,0,0
ENSMUSG00000088812,0,0,0,0,0,0,0
ENSMUSG00000088813,0,0,0,0,0,0,0
ENSMUSG00000088814,0,0,0,0,0,0,0
ENSMUSG00000088816,0,0,0,0,0,0,0
ENSMUSG00000088817,0,0,0,0,0,0,0
ENSMUSG00000088818,0,0,0,0,0,0,0
ENSMUSG00000088819,0,0,0,1,0,0,0
ENSMUSG00000088820,0,0,0,0,0,0,0
ENSMUSG00000088822,0,0,0,0,0,0,0
ENSMUSG00000088823,0,0,0,0,0,0,0
ENSMUSG00000088824,0,0,0,0,0,0,0
ENSMUSG00000088825,0,0,0,0,0,0,0
ENSMUSG00000088829,0,0,0,0,0,0,0
ENSMUSG00000088830,0,0,0,0,0,0,0
ENSMUSG00000088832,0,0,0,0,0,0,0
ENSMUSG00000088833,0,0,0,0,0,0,0
ENSMUSG00000088835,2,0,2,2,1,0,2
ENSMUSG00000088836,0,0,0,0,0,0,0
ENSMUSG00000088839,0,0,0,0,0,0,0
ENSMUSG00000088840,0,0,0,0,0,0,0
ENSMUSG00000088842,0,0,0,0,0,0,0
ENSMUSG00000088843,0,0,0,0,0,0,0
ENSMUSG00000088845,0,0,0,0,0,0,0
ENSMUSG00000088846,0,0,0,0,0,0,0
ENSMUSG00000088848,0,0,0,0,0,0,0
ENSMUSG00000088849,0,0,0,0,0,0,0
ENSMUSG00000088850,0,0,0,0,0,0,0
ENSMUSG00000088851,0,0,0,0,0,0,0
ENSMUSG00000088852,0,0,0,0,0,0,0
ENSMUSG00000088853,0,0,4,0,0,0,0
ENSMUSG00000088854,0,0,0,0,0,0,0
ENSMUSG00000088855,0,0,0,0,0,0,0
ENSMUSG00000088856,0,6,0,0,0,0,0
ENSMUSG00000088857,0,0,0,0,0,0,0
ENSMUSG00000088858,0,0,0,0,0,0,0
ENSMUSG00000088860,0,0,0,0,0,0,0
ENSMUSG00000088861,0,0,0,0,0,0,0
ENSMUSG00000088862,0,0,0,0,0,0,0
ENSMUSG00000088863,0,0,0,0,0,0,0
ENSMUSG00000088864,0,0,0,0,0,0,0
ENSMUSG00000088865,0,0,0,0,0,0,0
ENSMUSG00000088867,0,0,0,0,0,0,0
ENSMUSG00000088868,0,0,0,0,0,0,0
ENSMUSG00000088870,0,0,0,0,0,0,0
ENSMUSG00000088872,0,0,0,0,0,0,0
ENSMUSG00000088873,0,0,2,0,0,0,0
ENSMUSG00000088874,0,0,0,0,0,0,0
ENSMUSG00000088875,0,0,0,0,0,0,0
ENSMUSG00000088876,0,0,4,0,0,0,0
ENSMUSG00000088877,0,0,0,0,0,0,0
ENSMUSG00000088878,0,0,0,0,0,0,0
ENSMUSG00000088879,0,0,0,0,0,0,0
ENSMUSG00000088880,0,0,0,0,0,0,0
ENSMUSG00000088883,0,0,0,0,0,0,0
ENSMUSG00000088884,0,0,0,0,0,0,0
ENSMUSG00000088885,0,0,0,0,0,0,0
ENSMUSG00000088888,0,0,0,0,0,0,0
ENSMUSG00000088889,0,0,0,0,0,0,0
ENSMUSG00000088890,0,0,0,0,0,0,0
ENSMUSG00000088891,0,0,0,0,0,0,0
ENSMUSG00000088892,0,0,0,0,0,0,0
ENSMUSG00000088894,0,0,0,0,0,0,0
ENSMUSG00000088895,0,0,0,0,0,0,0
ENSMUSG00000088896,0,0,0,0,0,0,0
ENSMUSG00000088897,0,0,0,0,0,0,0
ENSMUSG00000088898,0,0,0,0,0,0,0
ENSMUSG00000088900,0,0,0,0,0,0,0
ENSMUSG00000088901,0,0,0,0,0,0,0
ENSMUSG00000088902,0,0,0,0,0,0,0
ENSMUSG00000088903,0,0,0,0,0,0,0
ENSMUSG00000088904,0,0,0,0,0,0,0
ENSMUSG00000088905,0,0,0,0,0,0,0
ENSMUSG00000088906,0,0,0,0,0,0,0
ENSMUSG00000088907,0,0,0,0,0,0,0
ENSMUSG00000088908,0,0,0,0,0,0,0
ENSMUSG00000088909,19,1,10,2,2,2,3
ENSMUSG00000088910,0,12,7,0,0,0,0
ENSMUSG00000088911,0,0,0,0,0,0,0
ENSMUSG00000088913,0,0,0,0,0,0,0
ENSMUSG00000088914,0,0,0,0,0,0,0
ENSMUSG00000088915,0,0,0,0,0,0,0
ENSMUSG00000088916,0,0,0,0,0,0,0
ENSMUSG00000088918,0,0,0,0,0,0,0
ENSMUSG00000088920,0,0,0,0,0,0,0
ENSMUSG00000088922,0,0,0,0,0,0,0
ENSMUSG00000088923,0,0,0,0,0,0,0
ENSMUSG00000088924,0,0,0,0,0,0,0
ENSMUSG00000088925,0,0,0,0,0,0,0
ENSMUSG00000088926,0,0,0,0,0,0,0
ENSMUSG00000088928,0,0,0,0,0,0,0
ENSMUSG00000088929,8,20,19,0,22,17,20
ENSMUSG00000088930,0,0,0,0,0,0,0
ENSMUSG00000088932,0,0,0,0,0,0,0
ENSMUSG00000088933,0,0,0,0,0,0,0
ENSMUSG00000088935,0,0,0,0,0,0,0
ENSMUSG00000088937,0,0,0,0,0,0,0
ENSMUSG00000088938,0,0,0,0,0,0,0
ENSMUSG00000088939,0,0,0,0,0,0,0
ENSMUSG00000088940,0,0,0,0,0,0,0
ENSMUSG00000088941,0,0,0,0,0,0,0
ENSMUSG00000088942,0,0,8,0,0,0,0
ENSMUSG00000088943,0,0,0,0,0,0,0
ENSMUSG00000088944,0,0,0,0,0,0,0
ENSMUSG00000088947,0,0,0,0,4,0,0
ENSMUSG00000088948,0,0,0,0,0,0,0
ENSMUSG00000088949,0,0,0,0,0,0,0
ENSMUSG00000088950,0,0,0,0,0,0,0
ENSMUSG00000088951,0,0,0,0,0,0,0
ENSMUSG00000088953,0,0,0,0,0,0,0
ENSMUSG00000088954,0,0,0,0,0,0,0
ENSMUSG00000088955,0,0,0,0,0,0,0
ENSMUSG00000088956,0,0,0,0,0,0,0
ENSMUSG00000088957,0,0,0,0,0,0,0
ENSMUSG00000088958,0,0,0,0,0,0,0
ENSMUSG00000088959,0,0,0,0,0,0,0
ENSMUSG00000088960,0,0,0,0,0,0,0
ENSMUSG00000088961,0,0,0,0,9,0,0
ENSMUSG00000088964,0,0,0,0,0,0,0
ENSMUSG00000088966,0,0,0,0,0,0,0
ENSMUSG00000088969,0,0,0,0,0,0,0
ENSMUSG00000088970,0,0,0,0,0,0,0
ENSMUSG00000088971,0,0,0,0,0,0,0
ENSMUSG00000088972,0,0,0,0,0,0,0
ENSMUSG00000088973,0,0,0,0,0,0,0
ENSMUSG00000088975,0,0,0,0,0,0,0
ENSMUSG00000088976,0,0,0,0,0,0,0
ENSMUSG00000088978,0,0,0,0,0,0,0
ENSMUSG00000088979,0,0,2,0,0,0,0
ENSMUSG00000088980,0,0,0,0,0,0,0
ENSMUSG00000088981,0,0,0,0,0,0,0
ENSMUSG00000088982,0,0,0,0,6,0,0
ENSMUSG00000088983,0,0,0,0,0,0,0
ENSMUSG00000088984,10,0,7,0,0,0,0
ENSMUSG00000088985,0,0,0,0,0,0,0
ENSMUSG00000088986,0,0,0,0,0,4,4
ENSMUSG00000088987,0,0,0,0,0,0,0
ENSMUSG00000088988,0,0,0,0,0,0,0
ENSMUSG00000088989,0,0,0,0,0,0,0
ENSMUSG00000088990,0,0,0,0,0,6,7
ENSMUSG00000088991,0,0,0,0,0,0,0
ENSMUSG00000088992,0,0,0,0,0,0,0
ENSMUSG00000088993,5,0,0,0,0,0,0
ENSMUSG00000088994,0,0,0,0,0,0,0
ENSMUSG00000088995,0,0,0,0,0,0,0
ENSMUSG00000088996,0,0,0,0,0,0,0
ENSMUSG00000088997,0,0,0,0,0,0,0
ENSMUSG00000088999,0,0,0,0,0,0,0
ENSMUSG00000089000,0,0,0,0,0,0,0
ENSMUSG00000089001,0,0,0,0,0,0,0
ENSMUSG00000089002,0,0,0,0,0,8,4
ENSMUSG00000089003,0,0,0,0,0,0,0
ENSMUSG00000089004,0,0,0,0,0,0,0
ENSMUSG00000089005,0,0,0,0,0,0,0
ENSMUSG00000089007,0,0,0,0,0,0,0
ENSMUSG00000089008,0,0,0,0,0,0,0
ENSMUSG00000089009,0,0,0,0,0,0,0
ENSMUSG00000089011,0,0,0,0,0,0,0
ENSMUSG00000089014,0,0,0,0,0,0,0
ENSMUSG00000089015,15,6,0,9,0,8,9
ENSMUSG00000089016,0,0,0,0,0,0,0
ENSMUSG00000089017,0,0,0,0,0,0,0
ENSMUSG00000089018,0,0,0,0,0,0,0
ENSMUSG00000089019,0,0,0,0,0,0,0
ENSMUSG00000089021,0,0,0,0,0,0,0
ENSMUSG00000089023,0,0,0,0,0,0,0
ENSMUSG00000089024,0,0,0,0,0,0,0
ENSMUSG00000089025,0,0,0,0,0,0,0
ENSMUSG00000089026,0,0,0,0,0,0,0
ENSMUSG00000089027,0,0,0,0,0,0,0
ENSMUSG00000089028,0,0,0,0,4,0,0
ENSMUSG00000089029,0,0,0,0,0,0,0
ENSMUSG00000089030,0,0,0,0,0,0,0
ENSMUSG00000089033,0,0,0,0,0,0,0
ENSMUSG00000089034,0,0,0,0,0,0,0
ENSMUSG00000089035,0,0,0,0,0,0,0
ENSMUSG00000089036,0,0,0,0,0,0,0
ENSMUSG00000089037,0,0,0,0,0,0,0
ENSMUSG00000089038,0,0,0,0,0,0,0
ENSMUSG00000089039,0,0,0,0,0,0,0
ENSMUSG00000089040,0,0,0,0,0,0,0
ENSMUSG00000089041,0,0,0,0,0,0,0
ENSMUSG00000089043,0,0,0,0,0,0,0
ENSMUSG00000089044,0,0,0,0,0,0,0
ENSMUSG00000089045,0,0,0,0,0,0,0
ENSMUSG00000089046,0,0,0,0,0,0,0
ENSMUSG00000089047,0,0,0,0,0,0,0
ENSMUSG00000089048,0,8,0,0,0,0,0
ENSMUSG00000089049,0,0,0,0,0,0,0
ENSMUSG00000089050,0,0,0,0,0,0,0
ENSMUSG00000089051,0,0,0,0,0,0,0
ENSMUSG00000089052,0,0,0,0,0,0,0
ENSMUSG00000089053,0,0,0,0,0,0,0
ENSMUSG00000089054,0,0,0,0,0,0,0
ENSMUSG00000089055,0,0,0,0,0,0,0
ENSMUSG00000089057,0,0,0,0,0,0,0
ENSMUSG00000089060,0,0,0,0,0,0,0
ENSMUSG00000089061,0,0,0,0,0,0,0
ENSMUSG00000089062,0,0,0,0,0,0,0
ENSMUSG00000089065,0,0,0,0,0,0,0
ENSMUSG00000089066,0,0,0,0,0,0,0
ENSMUSG00000089068,0,0,0,0,0,0,0
ENSMUSG00000089069,0,4,1,9,5,0,0
ENSMUSG00000089070,0,0,0,0,0,0,0
ENSMUSG00000089071,0,0,0,0,0,0,0
ENSMUSG00000089072,0,0,0,0,0,0,0
ENSMUSG00000089073,0,0,0,0,0,0,0
ENSMUSG00000089074,2,0,0,0,0,0,0
ENSMUSG00000089075,0,0,0,0,0,0,0
ENSMUSG00000089077,0,0,0,0,0,0,0
ENSMUSG00000089078,0,0,0,0,0,0,0
ENSMUSG00000089079,0,0,0,0,0,0,0
